ExpenseKey,DateKey,BusinessUnitKey,ExpenseAccountKey,ExpenseAmount,PaymentMethodKey,Description,ReferenceNumber
1060,20230531,2,14,118.56,1,Miscellaneous — 31 May 2023,EXP-20230531-14-BU2
1061,20230501,1,15,74.68,1,Vehicle Fuel — 01 May 2023,EXP-20230501-15-BU1
1062,20230502,1,15,86.16,1,Vehicle Fuel — 02 May 2023,EXP-20230502-15-BU1
1063,20230503,1,15,67.73,1,Vehicle Fuel — 03 May 2023,EXP-20230503-15-BU1
1064,20230504,1,15,63.08,1,Vehicle Fuel — 04 May 2023,EXP-20230504-15-BU1
1065,20230505,1,15,77.33,1,Vehicle Fuel — 05 May 2023,EXP-20230505-15-BU1
1066,20230506,1,15,82.56,1,Vehicle Fuel — 06 May 2023,EXP-20230506-15-BU1
1067,20230507,1,15,94.07,1,Vehicle Fuel — 07 May 2023,EXP-20230507-15-BU1
1068,20230508,1,15,77.77,1,Vehicle Fuel — 08 May 2023,EXP-20230508-15-BU1
1069,20230509,1,15,72.21,1,Vehicle Fuel — 09 May 2023,EXP-20230509-15-BU1
1070,20230510,1,15,56.63,1,Vehicle Fuel — 10 May 2023,EXP-20230510-15-BU1
1071,20230511,1,15,93.83,1,Vehicle Fuel — 11 May 2023,EXP-20230511-15-BU1
1072,20230512,1,15,80.67,1,Vehicle Fuel — 12 May 2023,EXP-20230512-15-BU1
1073,20230513,1,15,58.02,1,Vehicle Fuel — 13 May 2023,EXP-20230513-15-BU1
1074,20230514,1,15,70.86,1,Vehicle Fuel — 14 May 2023,EXP-20230514-15-BU1
1075,20230515,1,15,75.24,1,Vehicle Fuel — 15 May 2023,EXP-20230515-15-BU1
1076,20230516,1,15,60.28,1,Vehicle Fuel — 16 May 2023,EXP-20230516-15-BU1
1077,20230517,1,15,82.74,1,Vehicle Fuel — 17 May 2023,EXP-20230517-15-BU1
1078,20230518,1,15,79.16,1,Vehicle Fuel — 18 May 2023,EXP-20230518-15-BU1
1079,20230519,1,15,61.01,1,Vehicle Fuel — 19 May 2023,EXP-20230519-15-BU1
1080,20230520,1,15,93.95,1,Vehicle Fuel — 20 May 2023,EXP-20230520-15-BU1
1081,20230521,1,15,92.16,1,Vehicle Fuel — 21 May 2023,EXP-20230521-15-BU1
1082,20230522,1,15,62.4,1,Vehicle Fuel — 22 May 2023,EXP-20230522-15-BU1
1083,20230523,1,15,70.08,1,Vehicle Fuel — 23 May 2023,EXP-20230523-15-BU1
1084,20230524,1,15,89.81,1,Vehicle Fuel — 24 May 2023,EXP-20230524-15-BU1
1085,20230525,1,15,68.53,1,Vehicle Fuel — 25 May 2023,EXP-20230525-15-BU1
1086,20230526,1,15,92.43,1,Vehicle Fuel — 26 May 2023,EXP-20230526-15-BU1
1087,20230527,1,15,59.56,1,Vehicle Fuel — 27 May 2023,EXP-20230527-15-BU1
1088,20230528,1,15,82.37,1,Vehicle Fuel — 28 May 2023,EXP-20230528-15-BU1
1089,20230529,1,15,76.95,1,Vehicle Fuel — 29 May 2023,EXP-20230529-15-BU1
1090,20230530,1,15,65.91,1,Vehicle Fuel — 30 May 2023,EXP-20230530-15-BU1
1091,20230531,1,15,82.08,1,Vehicle Fuel — 31 May 2023,EXP-20230531-15-BU1
1092,20230501,2,15,58.08,1,Vehicle Fuel — 01 May 2023,EXP-20230501-15-BU2
1093,20230502,2,15,68.16,1,Vehicle Fuel — 02 May 2023,EXP-20230502-15-BU2
1094,20230503,2,15,69.64,1,Vehicle Fuel — 03 May 2023,EXP-20230503-15-BU2
1095,20230504,2,15,62.63,1,Vehicle Fuel — 04 May 2023,EXP-20230504-15-BU2
1096,20230505,2,15,58.55,1,Vehicle Fuel — 05 May 2023,EXP-20230505-15-BU2
1097,20230506,2,15,74.11,1,Vehicle Fuel — 06 May 2023,EXP-20230506-15-BU2
1098,20230507,2,15,67.54,1,Vehicle Fuel — 07 May 2023,EXP-20230507-15-BU2
1099,20230508,2,15,63.38,1,Vehicle Fuel — 08 May 2023,EXP-20230508-15-BU2
1100,20230509,2,15,64.57,1,Vehicle Fuel — 09 May 2023,EXP-20230509-15-BU2
1101,20230510,2,15,97.19,1,Vehicle Fuel — 10 May 2023,EXP-20230510-15-BU2
1102,20230511,2,15,61.53,1,Vehicle Fuel — 11 May 2023,EXP-20230511-15-BU2
1103,20230512,2,15,92.25,1,Vehicle Fuel — 12 May 2023,EXP-20230512-15-BU2
1104,20230513,2,15,59.53,1,Vehicle Fuel — 13 May 2023,EXP-20230513-15-BU2
1105,20230514,2,15,58.88,1,Vehicle Fuel — 14 May 2023,EXP-20230514-15-BU2
1106,20230515,2,15,78.47,1,Vehicle Fuel — 15 May 2023,EXP-20230515-15-BU2
1107,20230516,2,15,75.52,1,Vehicle Fuel — 16 May 2023,EXP-20230516-15-BU2
1108,20230517,2,15,83.51,1,Vehicle Fuel — 17 May 2023,EXP-20230517-15-BU2
1109,20230518,2,15,91.17,1,Vehicle Fuel — 18 May 2023,EXP-20230518-15-BU2
1110,20230519,2,15,72.01,1,Vehicle Fuel — 19 May 2023,EXP-20230519-15-BU2
1111,20230520,2,15,66.38,1,Vehicle Fuel — 20 May 2023,EXP-20230520-15-BU2
1112,20230521,2,15,96.99,1,Vehicle Fuel — 21 May 2023,EXP-20230521-15-BU2
1113,20230522,2,15,64.96,1,Vehicle Fuel — 22 May 2023,EXP-20230522-15-BU2
1114,20230523,2,15,95.84,1,Vehicle Fuel — 23 May 2023,EXP-20230523-15-BU2
1115,20230524,2,15,85.53,1,Vehicle Fuel — 24 May 2023,EXP-20230524-15-BU2
1116,20230525,2,15,71.01,1,Vehicle Fuel — 25 May 2023,EXP-20230525-15-BU2
1117,20230526,2,15,72.22,1,Vehicle Fuel — 26 May 2023,EXP-20230526-15-BU2
1118,20230527,2,15,74.97,1,Vehicle Fuel — 27 May 2023,EXP-20230527-15-BU2
1119,20230528,2,15,85.72,1,Vehicle Fuel — 28 May 2023,EXP-20230528-15-BU2
1120,20230529,2,15,104.67,1,Vehicle Fuel — 29 May 2023,EXP-20230529-15-BU2
1121,20230530,2,15,72.42,1,Vehicle Fuel — 30 May 2023,EXP-20230530-15-BU2
1122,20230531,2,15,102.83,1,Vehicle Fuel — 31 May 2023,EXP-20230531-15-BU2
1123,20230601,1,1,27491.35,2,Shop Rent SC — June 2023,EXP-20230601-01-BU1
1124,20230625,1,2,53999.65,2,Staff Salaries SC — June 2023,EXP-20230625-02-BU1
1125,20230615,1,3,18385.79,2,Electricity SC — June 2023,EXP-20230615-03-BU1
1126,20230601,1,4,136.91,1,Display & Decoration — 01 June 2023,EXP-20230601-04-BU1
1127,20230602,1,4,127.71,1,Display & Decoration — 02 June 2023,EXP-20230602-04-BU1
1128,20230603,1,4,169.55,1,Display & Decoration — 03 June 2023,EXP-20230603-04-BU1
1129,20230604,1,4,213.9,1,Display & Decoration — 04 June 2023,EXP-20230604-04-BU1
1130,20230605,1,4,164.83,1,Display & Decoration — 05 June 2023,EXP-20230605-04-BU1
1131,20230606,1,4,196.27,1,Display & Decoration — 06 June 2023,EXP-20230606-04-BU1
1132,20230607,1,4,163.6,1,Display & Decoration — 07 June 2023,EXP-20230607-04-BU1
1133,20230608,1,4,201.27,1,Display & Decoration — 08 June 2023,EXP-20230608-04-BU1
1134,20230609,1,4,197.55,1,Display & Decoration — 09 June 2023,EXP-20230609-04-BU1
1135,20230610,1,4,184.92,1,Display & Decoration — 10 June 2023,EXP-20230610-04-BU1
1136,20230611,1,4,177.86,1,Display & Decoration — 11 June 2023,EXP-20230611-04-BU1
1137,20230612,1,4,168.15,1,Display & Decoration — 12 June 2023,EXP-20230612-04-BU1
1138,20230613,1,4,211.93,1,Display & Decoration — 13 June 2023,EXP-20230613-04-BU1
1139,20230614,1,4,172.07,1,Display & Decoration — 14 June 2023,EXP-20230614-04-BU1
1140,20230615,1,4,150.09,1,Display & Decoration — 15 June 2023,EXP-20230615-04-BU1
1141,20230616,1,4,204.49,1,Display & Decoration — 16 June 2023,EXP-20230616-04-BU1
1142,20230617,1,4,182.31,1,Display & Decoration — 17 June 2023,EXP-20230617-04-BU1
1143,20230618,1,4,172.15,1,Display & Decoration — 18 June 2023,EXP-20230618-04-BU1
1144,20230619,1,4,184.52,1,Display & Decoration — 19 June 2023,EXP-20230619-04-BU1
1145,20230620,1,4,151.26,1,Display & Decoration — 20 June 2023,EXP-20230620-04-BU1
1146,20230621,1,4,158.44,1,Display & Decoration — 21 June 2023,EXP-20230621-04-BU1
1147,20230622,1,4,135.96,1,Display & Decoration — 22 June 2023,EXP-20230622-04-BU1
1148,20230623,1,4,201.77,1,Display & Decoration — 23 June 2023,EXP-20230623-04-BU1
1149,20230624,1,4,182.87,1,Display & Decoration — 24 June 2023,EXP-20230624-04-BU1
1150,20230625,1,4,198.7,1,Display & Decoration — 25 June 2023,EXP-20230625-04-BU1
1151,20230626,1,4,148.12,1,Display & Decoration — 26 June 2023,EXP-20230626-04-BU1
1152,20230627,1,4,215.79,1,Display & Decoration — 27 June 2023,EXP-20230627-04-BU1
1153,20230628,1,4,152.09,1,Display & Decoration — 28 June 2023,EXP-20230628-04-BU1
1154,20230629,1,4,151.74,1,Display & Decoration — 29 June 2023,EXP-20230629-04-BU1
1155,20230630,1,4,212.32,1,Display & Decoration — 30 June 2023,EXP-20230630-04-BU1
1156,20230601,1,5,167.02,1,Packaging SC — 01 June 2023,EXP-20230601-05-BU1
1157,20230602,1,5,192.55,1,Packaging SC — 02 June 2023,EXP-20230602-05-BU1
1158,20230603,1,5,164.1,1,Packaging SC — 03 June 2023,EXP-20230603-05-BU1
1159,20230604,1,5,129.56,1,Packaging SC — 04 June 2023,EXP-20230604-05-BU1
1160,20230605,1,5,142.79,1,Packaging SC — 05 June 2023,EXP-20230605-05-BU1
1161,20230606,1,5,185.71,1,Packaging SC — 06 June 2023,EXP-20230606-05-BU1
1162,20230607,1,5,151.84,1,Packaging SC — 07 June 2023,EXP-20230607-05-BU1
1163,20230608,1,5,171.97,1,Packaging SC — 08 June 2023,EXP-20230608-05-BU1
1164,20230609,1,5,122.23,1,Packaging SC — 09 June 2023,EXP-20230609-05-BU1
1165,20230610,1,5,143.62,1,Packaging SC — 10 June 2023,EXP-20230610-05-BU1
1166,20230611,1,5,183.93,1,Packaging SC — 11 June 2023,EXP-20230611-05-BU1
1167,20230612,1,5,193.24,1,Packaging SC — 12 June 2023,EXP-20230612-05-BU1
1168,20230613,1,5,136.7,1,Packaging SC — 13 June 2023,EXP-20230613-05-BU1
1169,20230614,1,5,122.79,1,Packaging SC — 14 June 2023,EXP-20230614-05-BU1
1170,20230615,1,5,109.11,1,Packaging SC — 15 June 2023,EXP-20230615-05-BU1
1171,20230616,1,5,118.64,1,Packaging SC — 16 June 2023,EXP-20230616-05-BU1
1172,20230617,1,5,183.58,1,Packaging SC — 17 June 2023,EXP-20230617-05-BU1
1173,20230618,1,5,148.74,1,Packaging SC — 18 June 2023,EXP-20230618-05-BU1
1174,20230619,1,5,133.7,1,Packaging SC — 19 June 2023,EXP-20230619-05-BU1
1175,20230620,1,5,178.08,1,Packaging SC — 20 June 2023,EXP-20230620-05-BU1
1176,20230621,1,5,179.71,1,Packaging SC — 21 June 2023,EXP-20230621-05-BU1
1177,20230622,1,5,140.17,1,Packaging SC — 22 June 2023,EXP-20230622-05-BU1
1178,20230623,1,5,189.6,1,Packaging SC — 23 June 2023,EXP-20230623-05-BU1
1179,20230624,1,5,149.42,1,Packaging SC — 24 June 2023,EXP-20230624-05-BU1
1180,20230625,1,5,130.91,1,Packaging SC — 25 June 2023,EXP-20230625-05-BU1
1181,20230626,1,5,189.46,1,Packaging SC — 26 June 2023,EXP-20230626-05-BU1
1182,20230627,1,5,120.99,1,Packaging SC — 27 June 2023,EXP-20230627-05-BU1
1183,20230628,1,5,198.28,1,Packaging SC — 28 June 2023,EXP-20230628-05-BU1
1184,20230629,1,5,163.19,1,Packaging SC — 29 June 2023,EXP-20230629-05-BU1
1185,20230630,1,5,190.87,1,Packaging SC — 30 June 2023,EXP-20230630-05-BU1
1186,20230601,2,6,21834.44,2,Shop Rent GR — June 2023,EXP-20230601-06-BU2
1187,20230625,2,7,45686.15,2,Staff Salaries GR — June 2023,EXP-20230625-07-BU2
1188,20230615,2,8,10869.7,2,Electricity GR — June 2023,EXP-20230615-08-BU2
1189,20230601,2,9,176.46,1,Packaging GR — 01 June 2023,EXP-20230601-09-BU2
1190,20230602,2,9,204.04,1,Packaging GR — 02 June 2023,EXP-20230602-09-BU2
1191,20230603,2,9,267.53,1,Packaging GR — 03 June 2023,EXP-20230603-09-BU2
1192,20230604,2,9,262.79,1,Packaging GR — 04 June 2023,EXP-20230604-09-BU2
1193,20230605,2,9,267.35,1,Packaging GR — 05 June 2023,EXP-20230605-09-BU2
1194,20230606,2,9,189.79,1,Packaging GR — 06 June 2023,EXP-20230606-09-BU2
1195,20230607,2,9,234.01,1,Packaging GR — 07 June 2023,EXP-20230607-09-BU2
1196,20230608,2,9,204.1,1,Packaging GR — 08 June 2023,EXP-20230608-09-BU2
1197,20230609,2,9,195.08,1,Packaging GR — 09 June 2023,EXP-20230609-09-BU2
1198,20230610,2,9,221.22,1,Packaging GR — 10 June 2023,EXP-20230610-09-BU2
1199,20230611,2,9,246.79,1,Packaging GR — 11 June 2023,EXP-20230611-09-BU2
1200,20230612,2,9,221.01,1,Packaging GR — 12 June 2023,EXP-20230612-09-BU2
1201,20230613,2,9,183.24,1,Packaging GR — 13 June 2023,EXP-20230613-09-BU2
1202,20230614,2,9,258.91,1,Packaging GR — 14 June 2023,EXP-20230614-09-BU2
1203,20230615,2,9,281.24,1,Packaging GR — 15 June 2023,EXP-20230615-09-BU2
1204,20230616,2,9,200.6,1,Packaging GR — 16 June 2023,EXP-20230616-09-BU2
1205,20230617,2,9,264.39,1,Packaging GR — 17 June 2023,EXP-20230617-09-BU2
1206,20230618,2,9,266.3,1,Packaging GR — 18 June 2023,EXP-20230618-09-BU2
1207,20230619,2,9,187.17,1,Packaging GR — 19 June 2023,EXP-20230619-09-BU2
1208,20230620,2,9,245.51,1,Packaging GR — 20 June 2023,EXP-20230620-09-BU2
1209,20230621,2,9,276.08,1,Packaging GR — 21 June 2023,EXP-20230621-09-BU2
1210,20230622,2,9,250.04,1,Packaging GR — 22 June 2023,EXP-20230622-09-BU2
1211,20230623,2,9,156.94,1,Packaging GR — 23 June 2023,EXP-20230623-09-BU2
1212,20230624,2,9,232.29,1,Packaging GR — 24 June 2023,EXP-20230624-09-BU2
1213,20230625,2,9,255.1,1,Packaging GR — 25 June 2023,EXP-20230625-09-BU2
1214,20230626,2,9,234.08,1,Packaging GR — 26 June 2023,EXP-20230626-09-BU2
1215,20230627,2,9,156.78,1,Packaging GR — 27 June 2023,EXP-20230627-09-BU2
1216,20230628,2,9,168.77,1,Packaging GR — 28 June 2023,EXP-20230628-09-BU2
1217,20230629,2,9,258.14,1,Packaging GR — 29 June 2023,EXP-20230629-09-BU2
1218,20230630,2,9,217.0,1,Packaging GR — 30 June 2023,EXP-20230630-09-BU2
1219,20230605,2,10,9297.71,2,Cold Storage — June 2023,EXP-20230605-10-BU2
1220,20230610,1,11,4676.35,2,Building Maintenance — June 2023,EXP-20230610-11-BU1
1221,20230610,2,11,4676.35,2,Building Maintenance — June 2023,EXP-20230610-11-BU2
1222,20230601,1,12,4958.22,2,Security Services — June 2023,EXP-20230601-12-BU1
1223,20230601,2,12,4958.22,2,Security Services — June 2023,EXP-20230601-12-BU2
1224,20230605,1,13,2442.12,2,Internet & Phone — June 2023,EXP-20230605-13-BU1
1225,20230605,2,13,2442.12,2,Internet & Phone — June 2023,EXP-20230605-13-BU2
1226,20230601,1,14,78.08,1,Miscellaneous — 01 June 2023,EXP-20230601-14-BU1
1227,20230602,1,14,58.12,1,Miscellaneous — 02 June 2023,EXP-20230602-14-BU1
1228,20230603,1,14,73.07,1,Miscellaneous — 03 June 2023,EXP-20230603-14-BU1
1229,20230604,1,14,44.18,1,Miscellaneous — 04 June 2023,EXP-20230604-14-BU1
1230,20230605,1,14,73.78,1,Miscellaneous — 05 June 2023,EXP-20230605-14-BU1
1231,20230606,1,14,74.44,1,Miscellaneous — 06 June 2023,EXP-20230606-14-BU1
1232,20230607,1,14,56.18,1,Miscellaneous — 07 June 2023,EXP-20230607-14-BU1
1233,20230608,1,14,54.24,1,Miscellaneous — 08 June 2023,EXP-20230608-14-BU1
1234,20230609,1,14,76.31,1,Miscellaneous — 09 June 2023,EXP-20230609-14-BU1
1235,20230610,1,14,71.45,1,Miscellaneous — 10 June 2023,EXP-20230610-14-BU1
1236,20230611,1,14,64.85,1,Miscellaneous — 11 June 2023,EXP-20230611-14-BU1
1237,20230612,1,14,58.91,1,Miscellaneous — 12 June 2023,EXP-20230612-14-BU1
1238,20230613,1,14,76.39,1,Miscellaneous — 13 June 2023,EXP-20230613-14-BU1
1239,20230614,1,14,70.33,1,Miscellaneous — 14 June 2023,EXP-20230614-14-BU1
1240,20230615,1,14,58.19,1,Miscellaneous — 15 June 2023,EXP-20230615-14-BU1
1241,20230616,1,14,61.13,1,Miscellaneous — 16 June 2023,EXP-20230616-14-BU1
1242,20230617,1,14,46.49,1,Miscellaneous — 17 June 2023,EXP-20230617-14-BU1
1243,20230618,1,14,72.67,1,Miscellaneous — 18 June 2023,EXP-20230618-14-BU1
1244,20230619,1,14,73.8,1,Miscellaneous — 19 June 2023,EXP-20230619-14-BU1
1245,20230620,1,14,55.94,1,Miscellaneous — 20 June 2023,EXP-20230620-14-BU1
1246,20230621,1,14,54.25,1,Miscellaneous — 21 June 2023,EXP-20230621-14-BU1
1247,20230622,1,14,52.14,1,Miscellaneous — 22 June 2023,EXP-20230622-14-BU1
1248,20230623,1,14,49.25,1,Miscellaneous — 23 June 2023,EXP-20230623-14-BU1
1249,20230624,1,14,77.7,1,Miscellaneous — 24 June 2023,EXP-20230624-14-BU1
1250,20230625,1,14,70.77,1,Miscellaneous — 25 June 2023,EXP-20230625-14-BU1
1251,20230626,1,14,58.8,1,Miscellaneous — 26 June 2023,EXP-20230626-14-BU1
1252,20230627,1,14,46.92,1,Miscellaneous — 27 June 2023,EXP-20230627-14-BU1
1253,20230628,1,14,48.0,1,Miscellaneous — 28 June 2023,EXP-20230628-14-BU1
1254,20230629,1,14,68.96,1,Miscellaneous — 29 June 2023,EXP-20230629-14-BU1
1255,20230630,1,14,50.33,1,Miscellaneous — 30 June 2023,EXP-20230630-14-BU1
1256,20230601,2,14,57.72,1,Miscellaneous — 01 June 2023,EXP-20230601-14-BU2
1257,20230602,2,14,80.94,1,Miscellaneous — 02 June 2023,EXP-20230602-14-BU2
1258,20230603,2,14,66.61,1,Miscellaneous — 03 June 2023,EXP-20230603-14-BU2
1259,20230604,2,14,75.27,1,Miscellaneous — 04 June 2023,EXP-20230604-14-BU2
1260,20230605,2,14,48.42,1,Miscellaneous — 05 June 2023,EXP-20230605-14-BU2
1261,20230606,2,14,57.06,1,Miscellaneous — 06 June 2023,EXP-20230606-14-BU2
1262,20230607,2,14,78.6,1,Miscellaneous — 07 June 2023,EXP-20230607-14-BU2
1263,20230608,2,14,75.35,1,Miscellaneous — 08 June 2023,EXP-20230608-14-BU2
1264,20230609,2,14,72.04,1,Miscellaneous — 09 June 2023,EXP-20230609-14-BU2
1265,20230610,2,14,66.85,1,Miscellaneous — 10 June 2023,EXP-20230610-14-BU2
1266,20230611,2,14,54.71,1,Miscellaneous — 11 June 2023,EXP-20230611-14-BU2
1267,20230612,2,14,66.78,1,Miscellaneous — 12 June 2023,EXP-20230612-14-BU2
1268,20230613,2,14,46.4,1,Miscellaneous — 13 June 2023,EXP-20230613-14-BU2
1269,20230614,2,14,52.17,1,Miscellaneous — 14 June 2023,EXP-20230614-14-BU2
1270,20230615,2,14,64.22,1,Miscellaneous — 15 June 2023,EXP-20230615-14-BU2
1271,20230616,2,14,44.54,1,Miscellaneous — 16 June 2023,EXP-20230616-14-BU2
1272,20230617,2,14,53.31,1,Miscellaneous — 17 June 2023,EXP-20230617-14-BU2
1273,20230618,2,14,50.27,1,Miscellaneous — 18 June 2023,EXP-20230618-14-BU2
1274,20230619,2,14,57.63,1,Miscellaneous — 19 June 2023,EXP-20230619-14-BU2
1275,20230620,2,14,77.18,1,Miscellaneous — 20 June 2023,EXP-20230620-14-BU2
1276,20230621,2,14,80.57,1,Miscellaneous — 21 June 2023,EXP-20230621-14-BU2
1277,20230622,2,14,50.75,1,Miscellaneous — 22 June 2023,EXP-20230622-14-BU2
1278,20230623,2,14,53.27,1,Miscellaneous — 23 June 2023,EXP-20230623-14-BU2
1279,20230624,2,14,76.74,1,Miscellaneous — 24 June 2023,EXP-20230624-14-BU2
1280,20230625,2,14,51.04,1,Miscellaneous — 25 June 2023,EXP-20230625-14-BU2
1281,20230626,2,14,72.72,1,Miscellaneous — 26 June 2023,EXP-20230626-14-BU2
1282,20230627,2,14,47.72,1,Miscellaneous — 27 June 2023,EXP-20230627-14-BU2
1283,20230628,2,14,69.17,1,Miscellaneous — 28 June 2023,EXP-20230628-14-BU2
1284,20230629,2,14,54.59,1,Miscellaneous — 29 June 2023,EXP-20230629-14-BU2
1285,20230630,2,14,73.03,1,Miscellaneous — 30 June 2023,EXP-20230630-14-BU2
1286,20230601,1,15,129.86,1,Vehicle Fuel — 01 June 2023,EXP-20230601-15-BU1
1287,20230602,1,15,103.64,1,Vehicle Fuel — 02 June 2023,EXP-20230602-15-BU1
1288,20230603,1,15,120.84,1,Vehicle Fuel — 03 June 2023,EXP-20230603-15-BU1
1289,20230604,1,15,129.47,1,Vehicle Fuel — 04 June 2023,EXP-20230604-15-BU1
1290,20230605,1,15,166.57,1,Vehicle Fuel — 05 June 2023,EXP-20230605-15-BU1
1291,20230606,1,15,126.86,1,Vehicle Fuel — 06 June 2023,EXP-20230606-15-BU1
1292,20230607,1,15,101.51,1,Vehicle Fuel — 07 June 2023,EXP-20230607-15-BU1
1293,20230608,1,15,132.62,1,Vehicle Fuel — 08 June 2023,EXP-20230608-15-BU1
1294,20230609,1,15,106.82,1,Vehicle Fuel — 09 June 2023,EXP-20230609-15-BU1
1295,20230610,1,15,157.6,1,Vehicle Fuel — 10 June 2023,EXP-20230610-15-BU1
1296,20230611,1,15,154.1,1,Vehicle Fuel — 11 June 2023,EXP-20230611-15-BU1
1297,20230612,1,15,99.77,1,Vehicle Fuel — 12 June 2023,EXP-20230612-15-BU1
1298,20230613,1,15,135.18,1,Vehicle Fuel — 13 June 2023,EXP-20230613-15-BU1
1299,20230614,1,15,143.5,1,Vehicle Fuel — 14 June 2023,EXP-20230614-15-BU1
1300,20230615,1,15,109.24,1,Vehicle Fuel — 15 June 2023,EXP-20230615-15-BU1
1301,20230616,1,15,138.1,1,Vehicle Fuel — 16 June 2023,EXP-20230616-15-BU1
1302,20230617,1,15,125.49,1,Vehicle Fuel — 17 June 2023,EXP-20230617-15-BU1
1303,20230618,1,15,126.99,1,Vehicle Fuel — 18 June 2023,EXP-20230618-15-BU1
1304,20230619,1,15,132.32,1,Vehicle Fuel — 19 June 2023,EXP-20230619-15-BU1
1305,20230620,1,15,133.77,1,Vehicle Fuel — 20 June 2023,EXP-20230620-15-BU1
1306,20230621,1,15,144.53,1,Vehicle Fuel — 21 June 2023,EXP-20230621-15-BU1
1307,20230622,1,15,124.7,1,Vehicle Fuel — 22 June 2023,EXP-20230622-15-BU1
1308,20230623,1,15,145.52,1,Vehicle Fuel — 23 June 2023,EXP-20230623-15-BU1
1309,20230624,1,15,127.29,1,Vehicle Fuel — 24 June 2023,EXP-20230624-15-BU1
1310,20230625,1,15,140.91,1,Vehicle Fuel — 25 June 2023,EXP-20230625-15-BU1
1311,20230626,1,15,110.12,1,Vehicle Fuel — 26 June 2023,EXP-20230626-15-BU1
1312,20230627,1,15,131.58,1,Vehicle Fuel — 27 June 2023,EXP-20230627-15-BU1
1313,20230628,1,15,125.9,1,Vehicle Fuel — 28 June 2023,EXP-20230628-15-BU1
1314,20230629,1,15,113.13,1,Vehicle Fuel — 29 June 2023,EXP-20230629-15-BU1
1315,20230630,1,15,94.66,1,Vehicle Fuel — 30 June 2023,EXP-20230630-15-BU1
1316,20230601,2,15,122.28,1,Vehicle Fuel — 01 June 2023,EXP-20230601-15-BU2
1317,20230602,2,15,85.79,1,Vehicle Fuel — 02 June 2023,EXP-20230602-15-BU2
1318,20230603,2,15,113.5,1,Vehicle Fuel — 03 June 2023,EXP-20230603-15-BU2
1319,20230604,2,15,112.1,1,Vehicle Fuel — 04 June 2023,EXP-20230604-15-BU2
1320,20230605,2,15,131.29,1,Vehicle Fuel — 05 June 2023,EXP-20230605-15-BU2
1321,20230606,2,15,157.08,1,Vehicle Fuel — 06 June 2023,EXP-20230606-15-BU2
1322,20230607,2,15,147.64,1,Vehicle Fuel — 07 June 2023,EXP-20230607-15-BU2
1323,20230608,2,15,156.18,1,Vehicle Fuel — 08 June 2023,EXP-20230608-15-BU2
1324,20230609,2,15,154.42,1,Vehicle Fuel — 09 June 2023,EXP-20230609-15-BU2
1325,20230610,2,15,90.48,1,Vehicle Fuel — 10 June 2023,EXP-20230610-15-BU2
1326,20230611,2,15,105.63,1,Vehicle Fuel — 11 June 2023,EXP-20230611-15-BU2
1327,20230612,2,15,106.73,1,Vehicle Fuel — 12 June 2023,EXP-20230612-15-BU2
1328,20230613,2,15,90.25,1,Vehicle Fuel — 13 June 2023,EXP-20230613-15-BU2
1329,20230614,2,15,146.81,1,Vehicle Fuel — 14 June 2023,EXP-20230614-15-BU2
1330,20230615,2,15,150.36,1,Vehicle Fuel — 15 June 2023,EXP-20230615-15-BU2
1331,20230616,2,15,129.19,1,Vehicle Fuel — 16 June 2023,EXP-20230616-15-BU2
1332,20230617,2,15,150.05,1,Vehicle Fuel — 17 June 2023,EXP-20230617-15-BU2
1333,20230618,2,15,137.17,1,Vehicle Fuel — 18 June 2023,EXP-20230618-15-BU2
1334,20230619,2,15,117.2,1,Vehicle Fuel — 19 June 2023,EXP-20230619-15-BU2
1335,20230620,2,15,96.0,1,Vehicle Fuel — 20 June 2023,EXP-20230620-15-BU2
1336,20230621,2,15,154.97,1,Vehicle Fuel — 21 June 2023,EXP-20230621-15-BU2
1337,20230622,2,15,135.56,1,Vehicle Fuel — 22 June 2023,EXP-20230622-15-BU2
1338,20230623,2,15,110.9,1,Vehicle Fuel — 23 June 2023,EXP-20230623-15-BU2
1339,20230624,2,15,94.45,1,Vehicle Fuel — 24 June 2023,EXP-20230624-15-BU2
1340,20230625,2,15,143.34,1,Vehicle Fuel — 25 June 2023,EXP-20230625-15-BU2
1341,20230626,2,15,143.56,1,Vehicle Fuel — 26 June 2023,EXP-20230626-15-BU2
1342,20230627,2,15,124.67,1,Vehicle Fuel — 27 June 2023,EXP-20230627-15-BU2
1343,20230628,2,15,157.99,1,Vehicle Fuel — 28 June 2023,EXP-20230628-15-BU2
1344,20230629,2,15,113.25,1,Vehicle Fuel — 29 June 2023,EXP-20230629-15-BU2
1345,20230630,2,15,153.75,1,Vehicle Fuel — 30 June 2023,EXP-20230630-15-BU2
1346,20230701,1,1,31980.44,2,Shop Rent SC — July 2023,EXP-20230701-01-BU1
1347,20230725,1,2,52224.09,2,Staff Salaries SC — July 2023,EXP-20230725-02-BU1
1348,20230715,1,3,13329.1,2,Electricity SC — July 2023,EXP-20230715-03-BU1
1349,20230701,1,4,190.4,1,Display & Decoration — 01 July 2023,EXP-20230701-04-BU1
1350,20230702,1,4,201.65,1,Display & Decoration — 02 July 2023,EXP-20230702-04-BU1
1351,20230703,1,4,220.79,1,Display & Decoration — 03 July 2023,EXP-20230703-04-BU1
1352,20230704,1,4,211.69,1,Display & Decoration — 04 July 2023,EXP-20230704-04-BU1
