PaymentKey,DateKey,PaymentMethodKey,BusinessUnitKey,OpeningBalance,TotalCollected,TotalPaid,ClosingBalance
1083,20230630,3,1,6405657.8,112206.11,0.0,6517863.91
1084,20230630,1,2,13560067.3,169480.31,85183.93,13644363.68
1085,20230630,2,2,1838818.93,128321.32,0.0,1967140.25
1086,20230630,3,2,2951046.63,12152.74,0.0,2963199.37
1087,20230701,1,1,11190569.39,123664.24,62419.57,11251814.06
1088,20230701,2,1,14400102.43,182252.02,37558.71,14544795.74
1089,20230701,3,1,6517863.91,53428.13,0.0,6571292.04
1090,20230701,1,2,13644363.68,163742.91,82143.32,13725963.27
1091,20230701,2,2,1967140.25,138626.87,31106.51,2074660.61
1092,20230701,3,2,2963199.37,22194.59,0.0,2985393.96
1093,20230702,1,1,11251814.06,78629.45,39880.36,11290563.15
1094,20230702,2,1,14544795.74,135847.95,0.0,14680643.69
1095,20230702,3,1,6571292.04,6998.88,0.0,6578290.92
1096,20230702,1,2,13725963.27,173825.91,87219.53,13812569.65
1097,20230702,2,2,2074660.61,128106.14,0.0,2202766.75
1098,20230702,3,2,2985393.96,16865.5,0.0,3002259.46
1099,20230703,1,1,11290563.15,115379.53,66011.46,11339931.22
1100,20230703,2,1,14680643.69,223107.89,78658.05,14825093.53
1101,20230703,3,1,6578290.92,31315.89,0.0,6609606.81
1102,20230703,1,2,13812569.65,152277.41,94731.99,13870115.07
1103,20230703,2,2,2202766.75,105720.11,130933.27,2177553.59
1104,20230703,3,2,3002259.46,9645.62,0.0,3011905.08
1105,20230704,1,1,11339931.22,111322.52,87867.29,11363386.45
1106,20230704,2,1,14825093.53,125821.39,7548.67,14943366.25
1107,20230704,3,1,6609606.81,2235.36,0.0,6611842.17
1108,20230704,1,2,13870115.07,82787.84,61090.1,13891812.81
1109,20230704,2,2,2177553.59,69663.02,2624.83,2244591.78
1110,20230704,3,2,3011905.08,9807.33,0.0,3021712.41
1111,20230705,1,1,11363386.45,132107.77,66544.97,11428949.25
1112,20230705,2,1,14943366.25,133927.68,1879.15,15075414.78
1113,20230705,3,1,6611842.17,31864.96,0.0,6643707.13
1114,20230705,1,2,13891812.81,158379.24,79515.45,13970676.6
1115,20230705,2,2,2244591.78,104807.06,15128.19,2334270.65
1116,20230705,3,2,3021712.41,11736.37,0.0,3033448.78
1117,20230706,1,1,11428949.25,113357.95,160957.25,11381349.95
1118,20230706,2,1,15075414.78,150907.01,222853.98,15003467.81
1119,20230706,3,1,6643707.13,45480.07,0.0,6689187.2
1120,20230706,1,2,13970676.6,114931.77,60153.3,14025455.07
1121,20230706,2,2,2334270.65,86824.78,3336.66,2417758.77
1122,20230706,3,2,3033448.78,10580.9,0.0,3044029.68
1123,20230707,1,1,11381349.95,300715.31,150864.52,11531200.74
1124,20230707,2,1,15003467.81,263668.08,0.0,15267135.89
1125,20230707,3,1,6689187.2,25024.3,0.0,6714211.5
1126,20230707,1,2,14025455.07,182746.29,91689.74,14116511.62
1127,20230707,2,2,2417758.77,134409.24,0.0,2552168.01
1128,20230707,3,2,3044029.68,6836.69,0.0,3050866.37
1129,20230708,1,1,11531200.74,206813.75,105669.24,11632345.25
1130,20230708,2,1,15267135.89,309728.21,80416.07,15496448.03
1131,20230708,3,1,6714211.5,19661.95,0.0,6733873.45
1132,20230708,1,2,14116511.62,144385.98,72521.2,14188376.4
1133,20230708,2,2,2552168.01,106344.04,0.0,2658512.05
1134,20230708,3,2,3050866.37,19894.74,0.0,3070761.11
1135,20230709,1,1,11632345.25,116415.91,58746.34,11690014.82
1136,20230709,2,1,15496448.03,179444.9,0.0,15675892.93
1137,20230709,3,1,6733873.45,34703.69,0.0,6768577.14
1138,20230709,1,2,14188376.4,166929.3,83757.27,14271548.43
1139,20230709,2,2,2658512.05,115963.82,383687.33,2390788.54
1140,20230709,3,2,3070761.11,9751.39,0.0,3080512.5
1141,20230710,1,1,11690014.82,184966.25,98661.08,11776319.99
1142,20230710,2,1,15675892.93,164069.3,97874.34,15742087.89
1143,20230710,3,1,6768577.14,30631.76,0.0,6799208.9
1144,20230710,1,2,14271548.43,118013.68,59847.01,14329715.1
1145,20230710,2,2,2390788.54,80917.02,79325.52,2392380.04
1146,20230710,3,2,3080512.5,5465.48,0.0,3085977.98
1147,20230711,1,1,11776319.99,139231.76,91657.27,11823894.48
1148,20230711,2,1,15742087.89,129612.67,162501.8,15709198.76
1149,20230711,3,1,6799208.9,35179.59,0.0,6834388.49
1150,20230711,1,2,14329715.1,169291.37,84933.06,14414073.41
1151,20230711,2,2,2392380.04,118756.0,0.0,2511136.04
1152,20230711,3,2,3085977.98,8609.16,0.0,3094587.14
1153,20230712,1,1,11823894.48,208241.86,104605.83,11927530.51
1154,20230712,2,1,15709198.76,232319.54,0.0,15941518.3
1155,20230712,3,1,6834388.49,18290.26,0.0,6852678.75
1156,20230712,1,2,14414073.41,141075.49,70793.6,14484355.3
1157,20230712,2,2,2511136.04,97107.19,0.0,2608243.23
1158,20230712,3,2,3094587.14,14017.63,0.0,3108604.77
1159,20230713,1,1,11927530.51,129417.45,98273.04,11958674.92
1160,20230713,2,1,15941518.3,104054.97,85320.55,15960252.72
1161,20230713,3,1,6852678.75,83685.03,0.0,6936363.78
1162,20230713,1,2,14484355.3,124460.64,64834.06,14543981.88
1163,20230713,2,2,2608243.23,100612.07,32689.41,2676165.89
1164,20230713,3,2,3108604.77,8385.28,0.0,3116990.05
1165,20230714,1,1,11958674.92,101724.88,51385.74,12009014.06
1166,20230714,2,1,15960252.72,161805.44,0.0,16122058.16
1167,20230714,3,1,6936363.78,14147.78,0.0,6950511.56
1168,20230714,1,2,14543981.88,226422.76,158346.57,14612058.07
1169,20230714,2,2,2676165.89,177261.73,14899.53,2838528.09
1170,20230714,3,2,3116990.05,11329.19,0.0,3128319.24
1171,20230715,1,1,12009014.06,186776.05,107356.45,12088433.66
1172,20230715,2,1,16122058.16,238156.17,149721.04,16210493.29
1173,20230715,3,1,6950511.56,34517.55,0.0,6985029.11
1174,20230715,1,2,14612058.07,135401.99,99523.36,14647936.7
1175,20230715,2,2,2838528.09,124752.92,12170.95,2951110.06
1176,20230715,3,2,3128319.24,13589.74,0.0,3141908.98
1177,20230716,1,1,12088433.66,209465.21,105219.01,12192679.86
1178,20230716,2,1,16210493.29,208182.24,0.0,16418675.53
1179,20230716,3,1,6985029.11,86559.46,0.0,7071588.57
1180,20230716,1,2,14647936.7,134063.76,67342.58,14714657.88
1181,20230716,2,2,2951110.06,104922.94,0.0,3056033.0
1182,20230716,3,2,3141908.98,23856.79,0.0,3165765.77
1183,20230717,1,1,12192679.86,94435.05,90905.86,12196209.05
1184,20230717,2,1,16418675.53,135172.66,165941.91,16387906.28
1185,20230717,3,1,7071588.57,12301.35,0.0,7083889.92
1186,20230717,1,2,14714657.88,167190.08,131317.99,14750529.97
1187,20230717,2,2,3056033.0,125285.34,84045.92,3097272.42
1188,20230717,3,2,3165765.77,14699.3,0.0,3180465.07
1189,20230718,1,1,12196209.05,186537.49,93758.84,12288987.7
1190,20230718,2,1,16387906.28,168321.73,0.0,16556228.01
1191,20230718,3,1,7083889.92,14458.66,0.0,7098348.58
1192,20230718,1,2,14750529.97,119373.71,59981.68,14809922.0
1193,20230718,2,2,3097272.42,91048.03,715947.33,2472373.12
1194,20230718,3,2,3180465.07,12912.47,0.0,3193377.54
1195,20230719,1,1,12288987.7,65523.99,33256.57,12321255.12
1196,20230719,2,1,16556228.01,89475.19,0.0,16645703.2
1197,20230719,3,1,7098348.58,7514.73,0.0,7105863.31
1198,20230719,1,2,14809922.0,134198.93,67370.75,14876750.18
1199,20230719,2,2,2472373.12,93786.98,0.0,2566160.1
1200,20230719,3,2,3193377.54,16652.05,0.0,3210029.59
1201,20230720,1,1,12321255.12,135308.36,93982.61,12362580.87
1202,20230720,2,1,16645703.2,144473.38,1787.32,16788389.26
1203,20230720,3,1,7105863.31,2174.78,0.0,7108038.09
1204,20230720,1,2,14876750.18,117376.42,100608.47,14893518.13
1205,20230720,2,2,2566160.1,100900.03,8419.79,2658640.34
1206,20230720,3,2,3210029.59,12727.3,0.0,3222756.89
1207,20230721,1,1,12362580.87,257668.31,129299.85,12490949.33
1208,20230721,2,1,16788389.26,279506.63,0.0,17067895.89
1209,20230721,3,1,7108038.09,25053.69,0.0,7133091.78
1210,20230721,1,2,14893518.13,171666.89,86091.45,14979093.57
1211,20230721,2,2,2658640.34,113884.86,0.0,2772525.2
1212,20230721,3,2,3222756.89,15637.21,0.0,3238394.1
1213,20230722,1,1,12490949.33,272699.25,136879.86,12626768.72
1214,20230722,2,1,17067895.89,412006.47,0.0,17479902.36
1215,20230722,3,1,7133091.78,33847.36,0.0,7166939.14
1216,20230722,1,2,14979093.57,186251.85,95438.27,15069907.15
1217,20230722,2,2,2772525.2,155345.14,25853.14,2902017.2
1218,20230722,3,2,3238394.1,18349.42,0.0,3256743.52
1219,20230723,1,1,12626768.72,178332.93,512006.29,12293095.36
1220,20230723,2,1,17479902.36,153495.11,0.0,17633397.47
1221,20230723,3,1,7166939.14,25517.39,0.0,7192456.53
1222,20230723,1,2,15069907.15,210159.42,105368.4,15174698.17
1223,20230723,2,2,2902017.2,138946.79,0.0,3040963.99
1224,20230723,3,2,3256743.52,31588.94,0.0,3288332.46
1225,20230724,1,1,12293095.36,106934.57,118375.38,12281654.55
1226,20230724,2,1,17633397.47,102522.22,206756.75,17529162.94
1227,20230724,3,1,7192456.53,61021.54,0.0,7253478.07
1228,20230724,1,2,15174698.17,174318.33,87422.75,15261593.75
1229,20230724,2,2,3040963.99,116834.81,103738.48,3054060.32
1230,20230724,3,2,3288332.46,21338.17,0.0,3309670.63
1231,20230725,1,1,12281654.55,111837.56,56386.61,12337105.5
1232,20230725,2,1,17529162.94,99447.6,52224.09,17576386.45
1233,20230725,3,1,7253478.07,11328.59,0.0,7264806.66
1234,20230725,1,2,15261593.75,135376.31,68884.03,15328086.03
1235,20230725,2,2,3054060.32,95415.6,50101.51,3099374.41
1236,20230725,3,2,3309670.63,11193.97,0.0,3320864.6
1237,20230726,1,1,12337105.5,89690.84,45363.21,12381433.13
1238,20230726,2,1,17576386.45,102736.83,0.0,17679123.28
1239,20230726,3,1,7264806.66,4678.19,0.0,7269484.85
1240,20230726,1,2,15328086.03,119527.68,72046.8,15375566.91
1241,20230726,2,2,3099374.41,85690.42,619180.81,2565884.02
1242,20230726,3,2,3320864.6,14001.93,0.0,3334866.53
1243,20230727,1,1,12381433.13,173469.8,106368.37,12448534.56
1244,20230727,2,1,17679123.28,187979.67,280332.56,17586770.39
1245,20230727,3,1,7269484.85,4493.42,0.0,7273978.27
1246,20230727,1,2,15375566.91,80440.79,70225.1,15385782.6
1247,20230727,2,2,2565884.02,82675.02,6068.96,2642490.08
1248,20230727,3,2,3334866.53,12762.79,0.0,3347629.32
1249,20230728,1,1,12448534.56,99990.79,50488.5,12498036.85
1250,20230728,2,1,17586770.39,88548.96,5124927.73,12550391.62
1251,20230728,3,1,7273978.27,6758.3,0.0,7280736.57
1252,20230728,1,2,15385782.6,158041.05,79266.26,15464557.39
1253,20230728,2,2,2642490.08,136807.5,0.0,2779297.58
1254,20230728,3,2,3347629.32,11843.43,0.0,3359472.75
1255,20230729,1,1,12498036.85,163020.07,81987.39,12579069.53
1256,20230729,2,1,12550391.62,202188.38,0.0,12752580.0
1257,20230729,3,1,7280736.57,23955.18,0.0,7304691.75
1258,20230729,1,2,15464557.39,206409.46,103456.62,15567510.23
1259,20230729,2,2,2779297.58,134463.91,578195.31,2335566.18
1260,20230729,3,2,3359472.75,11637.24,0.0,3371109.99
1261,20230730,1,1,12579069.53,130107.13,65617.56,12643559.1
1262,20230730,2,1,12752580.0,267202.71,0.0,13019782.71
1263,20230730,3,1,7304691.75,23261.66,0.0,7327953.41
1264,20230730,1,2,15567510.23,124137.37,62345.0,15629302.6
1265,20230730,2,2,2335566.18,89187.75,0.0,2424753.93
1266,20230730,3,2,3371109.99,9548.91,0.0,3380658.9
1267,20230731,1,1,12643559.1,255883.03,154437.35,12745004.78
1268,20230731,2,1,13019782.71,300009.41,54667.16,13265124.96
1269,20230731,3,1,7327953.41,50083.95,0.0,7378037.36
1270,20230731,1,2,15629302.6,223091.35,113286.84,15739107.11
1271,20230731,2,2,2424753.93,150304.85,336653.55,2238405.23
1272,20230731,3,2,3380658.9,17251.21,0.0,3397910.11
1273,20230801,1,1,12745004.78,90528.24,45646.33,12789886.69
1274,20230801,2,1,13265124.96,80017.87,32352.31,13312790.52
1275,20230801,3,1,7378037.36,6726.38,0.0,7384763.74
1276,20230801,1,2,15739107.11,85954.14,43214.63,15781846.62
1277,20230801,2,2,2238405.23,61248.63,83761.77,2215892.09
1278,20230801,3,2,3397910.11,6072.04,0.0,3403982.15
1279,20230802,1,1,12789886.69,133800.9,67392.38,12856295.21
1280,20230802,2,1,13312790.52,231138.26,0.0,13543928.78
1281,20230802,3,1,7384763.74,39365.72,0.0,7424129.46
1282,20230802,1,2,15781846.62,140253.77,70386.16,15851714.23
1283,20230802,2,2,2215892.09,127767.46,0.0,2343659.55
1284,20230802,3,2,3403982.15,15454.21,0.0,3419436.36
1285,20230803,1,1,12856295.21,89931.09,150876.9,12795349.4
1286,20230803,2,1,13543928.78,126529.25,87133.85,13583324.18
1287,20230803,3,1,7424129.46,27882.95,0.0,7452012.41
1288,20230803,1,2,15851714.23,153480.69,80080.87,15925114.05
1289,20230803,2,2,2343659.55,115358.64,1064.67,2457953.52
1290,20230803,3,2,3419436.36,10402.63,0.0,3429838.99
1291,20230804,1,1,12795349.4,160022.68,80390.63,12874981.45
1292,20230804,2,1,13583324.18,225296.16,0.0,13808620.34
1293,20230804,3,1,7452012.41,27789.96,0.0,7479802.37
1294,20230804,1,2,15925114.05,169345.21,84894.14,16009565.12
1295,20230804,2,2,2457953.52,120827.85,123114.5,2455666.87
1296,20230804,3,2,3429838.99,11988.21,0.0,3441827.2
1297,20230805,1,1,12874981.45,247760.12,231406.66,12891334.91
1298,20230805,2,1,13808620.34,197493.99,47539.66,13958574.67
1299,20230805,3,1,7479802.37,15301.35,0.0,7495103.72
1300,20230805,1,2,16009565.12,244233.03,122365.67,16131432.48
1301,20230805,2,2,2455666.87,180191.77,16605.67,2619252.97
1302,20230805,3,2,3441827.2,18795.37,0.0,3460622.57
1303,20230806,1,1,12891334.91,92732.49,46847.18,12937220.22
1304,20230806,2,1,13958574.67,192972.1,0.0,14151546.77
1305,20230806,3,1,7495103.72,23129.73,0.0,7518233.45
1306,20230806,1,2,16131432.48,126088.02,63330.34,16194190.16
1307,20230806,2,2,2619252.97,92836.08,0.0,2712089.05
1308,20230806,3,2,3460622.57,2714.41,0.0,3463336.98
1309,20230807,1,1,12937220.22,88629.27,88685.83,12937163.66
1310,20230807,2,1,14151546.77,125071.19,86046.27,14190571.69
1311,20230807,3,1,7518233.45,20191.67,0.0,7538425.12
1312,20230807,1,2,16194190.16,175357.0,91410.01,16278137.15
1313,20230807,2,2,2712089.05,119064.3,40554.03,2790599.32
1314,20230807,3,2,3463336.98,25444.37,0.0,3488781.35
1315,20230808,1,1,12937163.66,131967.94,66485.86,13002645.74
1316,20230808,2,1,14190571.69,146440.17,0.0,14337011.86
1317,20230808,3,1,7538425.12,18349.66,0.0,7556774.78
1318,20230808,1,2,16278137.15,138091.64,69339.54,16346889.25
1319,20230808,2,2,2790599.32,110375.91,0.0,2900975.23
1320,20230808,3,2,3488781.35,7311.62,0.0,3496092.97
1321,20230809,1,1,13002645.74,130904.12,65958.29,13067591.57
1322,20230809,2,1,14337011.86,173805.99,0.0,14510817.85
1323,20230809,3,1,7556774.78,13391.13,0.0,7570165.91
1324,20230809,1,2,16346889.25,131459.83,65940.34,16412408.74
1325,20230809,2,2,2900975.23,91996.01,0.0,2992971.24
1326,20230809,3,2,3496092.97,10307.95,0.0,3506400.92
1327,20230810,1,1,13067591.57,158294.66,128168.82,13097717.41
1328,20230810,2,1,14510817.85,220537.81,54906.7,14676448.96
1329,20230810,3,1,7570165.91,8239.56,0.0,7578405.47
1330,20230810,1,2,16412408.74,115845.88,59724.78,16468529.84
1331,20230810,2,2,2992971.24,81720.71,40291.19,3034400.76
1332,20230810,3,2,3506400.92,8838.54,0.0,3515239.46
1333,20230811,1,1,13097717.41,139346.22,70040.51,13167023.12
1334,20230811,2,1,14676448.96,195346.92,0.0,14871795.88
1335,20230811,3,1,7578405.47,20362.53,0.0,7598768.0
1336,20230811,1,2,16468529.84,143729.98,72131.62,16540128.2
1337,20230811,2,2,3034400.76,102716.39,0.0,3137117.15
1338,20230811,3,2,3515239.46,12563.43,0.0,3527802.89
1339,20230812,1,1,13167023.12,168431.34,84599.23,13250855.23
1340,20230812,2,1,14871795.88,233046.48,0.0,15104842.36
1341,20230812,3,1,7598768.0,55585.66,0.0,7654353.66
1342,20230812,1,2,16540128.2,172885.46,86668.67,16626344.99
1343,20230812,2,2,3137117.15,130256.93,0.0,3267374.08
1344,20230812,3,2,3527802.89,9315.83,0.0,3537118.72
1345,20230813,1,1,13250855.23,310543.5,159734.81,13401663.92
1346,20230813,2,1,15104842.36,281170.42,63596.54,15322416.24
1347,20230813,3,1,7654353.66,15541.03,0.0,7669894.69
1348,20230813,1,2,16626344.99,116381.69,58451.68,16684275.0
1349,20230813,2,2,3267374.08,81645.53,0.0,3349019.61
1350,20230813,3,2,3537118.72,11275.46,0.0,3548394.18
1351,20230814,1,1,13401663.92,298449.4,160599.26,13539514.06
1352,20230814,2,1,15322416.24,308920.47,76259.19,15555077.52
1353,20230814,3,1,7669894.69,14566.43,0.0,7684461.12
1354,20230814,1,2,16684275.0,196277.56,115608.35,16764944.21
1355,20230814,2,2,3349019.61,131043.53,35988.87,3444074.27
1356,20230814,3,2,3548394.18,8626.63,0.0,3557020.81
1357,20230815,1,1,13539514.06,46408.46,23590.72,13562331.8
1358,20230815,2,1,15555077.52,107516.39,18547.41,15644046.5
1359,20230815,3,1,7684461.12,42000.04,0.0,7726461.16
1360,20230815,1,2,16764944.21,146169.17,73360.16,16837753.22
1361,20230815,2,2,3444074.27,118018.51,7883.75,3554209.03
1362,20230815,3,2,3557020.81,9704.4,0.0,3566725.21
1363,20230816,1,1,13562331.8,119489.61,60220.01,13621601.4
1364,20230816,2,1,15644046.5,202232.44,0.0,15846278.94
1365,20230816,3,1,7726461.16,52091.22,0.0,7778552.38
1366,20230816,1,2,16837753.22,145357.26,72879.76,16910230.72
1367,20230816,2,2,3554209.03,108913.34,0.0,3663122.37
1368,20230816,3,2,3566725.21,12920.73,0.0,3579645.94
1369,20230817,1,1,13621601.4,79844.05,67090.63,13634354.82
1370,20230817,2,1,15846278.94,159177.22,4081.63,16001374.53
1371,20230817,3,1,7778552.38,28947.32,0.0,7807499.7
1372,20230817,1,2,16910230.72,183873.48,99181.15,16994923.05
1373,20230817,2,2,3663122.37,125038.84,69327.15,3718834.06
1374,20230817,3,2,3579645.94,18204.46,0.0,3597850.4
1375,20230818,1,1,13634354.82,178227.45,89493.93,13723088.34
1376,20230818,2,1,16001374.53,173245.91,0.0,16174620.44
1377,20230818,3,1,7807499.7,12635.78,0.0,7820135.48
1378,20230818,1,2,16994923.05,120205.83,60332.94,17054795.94
1379,20230818,2,2,3718834.06,81870.46,69100.62,3731603.9
1380,20230818,3,2,3597850.4,6759.44,0.0,3604609.84
1381,20230819,1,1,13723088.34,229656.23,115236.44,13837508.13
1382,20230819,2,1,16174620.44,252162.27,0.0,16426782.71
1383,20230819,3,1,7820135.48,59669.28,0.0,7879804.76
1384,20230819,1,2,17054795.94,201671.75,101025.65,17155442.04
1385,20230819,2,2,3731603.9,133861.94,110281.27,3755184.57
1386,20230819,3,2,3604609.84,19311.64,0.0,3623921.48
1387,20230820,1,1,13837508.13,101937.74,66505.32,13872940.55
1388,20230820,2,1,16426782.71,129166.04,56236.49,16499712.26
1389,20230820,3,1,7879804.76,18122.29,0.0,7897927.05
1390,20230820,1,2,17155442.04,177756.41,89090.3,17244108.15
1391,20230820,2,2,3755184.57,147691.95,0.0,3902876.52
1392,20230820,3,2,3623921.48,10502.64,0.0,3634424.12
1393,20230821,1,1,13872940.55,170525.66,211572.97,13831893.24
1394,20230821,2,1,16499712.26,149721.46,259417.19,16390016.53
1395,20230821,3,1,7897927.05,21688.21,0.0,7919615.26
1396,20230821,1,2,17244108.15,103302.02,58880.94,17288529.23
1397,20230821,2,2,3902876.52,93328.5,206415.14,3789789.88
1398,20230821,3,2,3634424.12,13141.3,0.0,3647565.42
1399,20230822,1,1,13831893.24,156184.75,78541.36,13909536.63
1400,20230822,2,1,16390016.53,199259.3,0.0,16589275.83
1401,20230822,3,1,7919615.26,26568.52,0.0,7946183.78
1402,20230822,1,2,17288529.23,134312.19,67425.7,17355415.72
1403,20230822,2,2,3789789.88,97713.19,0.0,3887503.07
1404,20230822,3,2,3647565.42,8828.75,0.0,3656394.17
1405,20230823,1,1,13909536.63,87843.09,44289.32,13953090.4
1406,20230823,2,1,16589275.83,208390.59,1787554.39,15010112.03
1407,20230823,3,1,7946183.78,16768.9,0.0,7962952.68
1408,20230823,1,2,17355415.72,113358.03,56947.76,17411825.99
1409,20230823,2,2,3887503.07,80700.73,0.0,3968203.8
1410,20230823,3,2,3656394.17,8447.34,0.0,3664841.51
1411,20230824,1,1,13953090.4,102585.85,91587.36,13964088.89
1412,20230824,2,1,15010112.03,125485.43,68567.13,15067030.33
1413,20230824,3,1,7962952.68,7042.55,0.0,7969995.23
1414,20230824,1,2,17411825.99,137022.41,69622.26,17479226.14
1415,20230824,2,2,3968203.8,95567.92,472214.99,3591556.73
1416,20230824,3,2,3664841.51,12247.44,0.0,3677088.95
1417,20230825,1,1,13964088.89,144898.2,72847.75,14036139.34
1418,20230825,2,1,15067030.33,242492.71,51944.86,15257578.18
1419,20230825,3,1,7969995.23,34051.43,0.0,8004046.66
1420,20230825,1,2,17479226.14,179003.38,89755.93,17568473.59
1421,20230825,2,2,3591556.73,144259.47,43966.74,3691849.46
1422,20230825,3,2,3677088.95,8469.73,0.0,3685558.68
1423,20230826,1,1,14036139.34,169121.65,114902.74,14090358.25
1424,20230826,2,1,15257578.18,201809.45,2935229.84,12524157.79
1425,20230826,3,1,8004046.66,20916.45,0.0,8024963.11
1426,20230826,1,2,17568473.59,196687.84,98915.35,17666246.08
1427,20230826,2,2,3691849.46,149490.18,47964.07,3793375.57
1428,20230826,3,2,3685558.68,19553.06,0.0,3705111.74
1429,20230827,1,1,14090358.25,235879.51,118365.26,14207872.5
1430,20230827,2,1,12524157.79,166252.0,0.0,12690409.79
1431,20230827,3,1,8024963.11,44079.69,0.0,8069042.8
1432,20230827,1,2,17666246.08,145107.23,73382.58,17737970.73
1433,20230827,2,2,3793375.57,116631.1,11657.18,3898349.49
1434,20230827,3,2,3705111.74,4513.42,0.0,3709625.16
1435,20230828,1,1,14207872.5,184551.09,92757.38,14299666.21
1436,20230828,2,1,12690409.79,193045.51,2256.49,12881198.81
1437,20230828,3,1,8069042.8,31851.21,0.0,8100894.01
1438,20230828,1,2,17737970.73,116570.51,60817.86,17793723.38
1439,20230828,2,2,3898349.49,100827.06,10108.87,3989067.68
1440,20230828,3,2,3709625.16,10069.59,0.0,3719694.75
1441,20230829,1,1,14299666.21,110247.65,55550.2,14354363.66
1442,20230829,2,1,12881198.81,159569.78,0.0,13040768.59
1443,20230829,3,1,8100894.01,28153.7,0.0,8129047.71
1444,20230829,1,2,17793723.38,115405.22,57940.34,17851188.26
1445,20230829,2,2,3989067.68,79922.73,89377.65,3979612.76
1446,20230829,3,2,3719694.75,15858.76,0.0,3735553.51
1447,20230830,1,1,14354363.66,109863.97,55337.56,14408890.07
1448,20230830,2,1,13040768.59,192049.92,0.0,13232818.51
1449,20230830,3,1,8129047.71,16432.22,0.0,8145479.93
1450,20230830,1,2,17851188.26,154437.08,77498.18,17928127.16
1451,20230830,2,2,3979612.76,104000.89,117408.27,3966205.38
1452,20230830,3,2,3735553.51,11277.83,0.0,3746831.34
1453,20230831,1,1,14408890.07,171018.06,225417.03,14354491.1
1454,20230831,2,1,13232818.51,151766.71,118087.17,13266498.05
1455,20230831,3,1,8145479.93,9637.9,0.0,8155117.83
1456,20230831,1,2,17928127.16,131929.48,69095.03,17990961.61
1457,20230831,2,2,3966205.38,103384.47,108383.67,3961206.18
1458,20230831,3,2,3746831.34,12447.73,0.0,3759279.07
1459,20230901,1,1,14354491.1,178128.9,89615.51,14443004.49
1460,20230901,2,1,13266498.05,181531.44,31694.49,13416335.0
1461,20230901,3,1,8155117.83,46799.26,0.0,8201917.09
1462,20230901,1,2,17990961.61,213317.58,107006.4,18097272.79
1463,20230901,2,2,3961206.18,149984.46,25977.44,4085213.2
1464,20230901,3,2,3759279.07,19544.28,0.0,3778823.35
1465,20230902,1,1,14443004.49,149294.6,75183.12,14517115.97
1466,20230902,2,1,13416335.0,235315.81,0.0,13651650.81
1467,20230902,3,1,8201917.09,31952.43,0.0,8233869.52
1468,20230902,1,2,18097272.79,265222.21,132925.26,18229569.74
1469,20230902,2,2,4085213.2,192695.05,0.0,4277908.25
1470,20230902,3,2,3778823.35,14437.71,0.0,3793261.06
1471,20230903,1,1,14517115.97,109385.6,62932.05,14563569.52
1472,20230903,2,1,13651650.81,167043.34,83974.0,13734720.15
1473,20230903,3,1,8233869.52,8374.89,0.0,8242244.41
1474,20230903,1,2,18229569.74,146445.61,73533.82,18302481.53
1475,20230903,2,2,4277908.25,105696.06,0.0,4383604.31
1476,20230903,3,2,3793261.06,12386.2,0.0,3805647.26
1477,20230904,1,1,14563569.52,145054.88,113304.56,14595319.84
1478,20230904,2,1,13734720.15,150682.24,180649.65,13704752.74
1479,20230904,3,1,8242244.41,36344.51,0.0,8278588.92
1480,20230904,1,2,18302481.53,142435.68,73776.88,18371140.33
1481,20230904,2,2,4383604.31,95100.62,154271.05,4324433.88
1482,20230904,3,2,3805647.26,13092.0,0.0,3818739.26
1483,20230905,1,1,14595319.84,277417.7,161574.83,14711162.71
1484,20230905,2,1,13704752.74,351616.73,62981.05,13993388.42
1485,20230905,3,1,8278588.92,35960.85,0.0,8314549.77
1486,20230905,1,2,18371140.33,176392.7,88493.83,18459039.2
1487,20230905,2,2,4324433.88,140957.87,14155.29,4451236.46
1488,20230905,3,2,3818739.26,13502.31,0.0,3832241.57
1489,20230906,1,1,14711162.71,88788.12,44895.98,14755054.85
1490,20230906,2,1,13993388.42,134254.4,0.0,14127642.82
1491,20230906,3,1,8314549.77,29357.34,0.0,8343907.11
1492,20230906,1,2,18459039.2,146012.59,73284.45,18531767.34
1493,20230906,2,2,4451236.46,101712.06,0.0,4552948.52
1494,20230906,3,2,3832241.57,13787.98,0.0,3846029.55
1495,20230907,1,1,14755054.85,139512.57,70385.12,14824182.3
1496,20230907,2,1,14127642.82,121019.32,39421.19,14209240.95
1497,20230907,3,1,8343907.11,51087.7,0.0,8394994.81
1498,20230907,1,2,18531767.34,110105.25,57500.02,18584372.57
1499,20230907,2,2,4552948.52,94723.62,3488.2,4644183.94
1500,20230907,3,2,3846029.55,7019.1,0.0,3853048.65
1501,20230908,1,1,14824182.3,190994.65,96038.96,14919137.99
1502,20230908,2,1,14209240.95,150066.24,0.0,14359307.19
1503,20230908,3,1,8394994.81,32963.99,0.0,8427958.8
1504,20230908,1,2,18584372.57,129423.39,65057.06,18648738.9
1505,20230908,2,2,4644183.94,91213.86,0.0,4735397.8
1506,20230908,3,2,3853048.65,10882.57,0.0,3863931.22
1507,20230909,1,1,14919137.99,226172.45,113668.19,15031642.25
1508,20230909,2,1,14359307.19,348981.07,0.0,14708288.26
1509,20230909,3,1,8427958.8,29222.95,0.0,8457181.75
1510,20230909,1,2,18648738.9,151547.11,76105.92,18724180.09
