PurchaseKey,DateKey,ProductKey,SupplierKey,BusinessUnitKey,InvoiceNumber,Quantity,UnitPurchasePrice,TotalPurchaseAmount,PaymentMethodKey,PayableInvoiceNumber
8258,20230828,299,3,2,PO-GR-005249,8.397,90.0,755.73,3,SINV-202308-SUP003-BU2
8259,20230831,299,3,2,PO-GR-005250,8.398,89.93,755.23,3,SINV-202308-SUP003-BU2
8260,20230801,300,3,2,PO-GR-005251,14.206,167.41,2378.23,3,SINV-202308-SUP003-BU2
8261,20230810,300,3,2,PO-GR-005252,14.206,167.44,2378.65,3,SINV-202308-SUP003-BU2
8262,20230821,300,3,2,PO-GR-005253,14.206,167.73,2382.77,3,SINV-202308-SUP003-BU2
8263,20230830,300,3,2,PO-GR-005254,14.206,167.49,2379.36,3,SINV-202308-SUP003-BU2
8264,20230814,301,3,2,PO-GR-005255,10.182,73.54,748.78,3,SINV-202308-SUP003-BU2
8265,20230821,301,3,2,PO-GR-005256,10.182,73.18,745.12,3,SINV-202308-SUP003-BU2
8266,20230831,301,3,2,PO-GR-005257,10.182,73.74,750.82,3,SINV-202308-SUP003-BU2
8267,20230827,302,3,2,PO-GR-005258,10.74,131.4,1411.24,2,
8268,20230830,302,3,2,PO-GR-005259,10.74,131.71,1414.57,3,SINV-202308-SUP003-BU2
8269,20230831,302,3,2,PO-GR-005260,10.74,131.74,1414.89,3,SINV-202308-SUP003-BU2
8270,20230821,303,3,2,PO-GR-005261,12.934,95.03,1229.12,1,
8271,20230824,303,3,2,PO-GR-005262,12.934,95.42,1234.16,3,SINV-202308-SUP003-BU2
8272,20230826,303,3,2,PO-GR-005263,12.934,95.49,1235.07,3,SINV-202308-SUP003-BU2
8273,20230828,303,3,2,PO-GR-005264,12.932,94.89,1227.12,3,SINV-202308-SUP003-BU2
8274,20230814,304,8,2,PO-GR-005265,8.227,191.75,1577.53,3,SINV-202308-SUP008-BU2
8275,20230824,304,8,2,PO-GR-005266,8.227,192.21,1581.31,3,SINV-202308-SUP008-BU2
8276,20230828,304,8,2,PO-GR-005267,8.228,191.94,1579.28,3,SINV-202308-SUP008-BU2
8277,20230801,305,8,2,PO-GR-005268,65.007,86.72,5637.41,3,SINV-202308-SUP008-BU2
8278,20230817,305,8,2,PO-GR-005269,65.007,86.58,5628.31,3,SINV-202308-SUP008-BU2
8279,20230826,305,8,2,PO-GR-005270,65.007,86.67,5634.16,3,SINV-202308-SUP008-BU2
8280,20230828,305,8,2,PO-GR-005271,65.009,86.92,5650.58,3,SINV-202308-SUP008-BU2
8281,20230821,306,8,2,PO-GR-005272,10.9,161.03,1755.23,3,SINV-202308-SUP008-BU2
8282,20230824,306,8,2,PO-GR-005273,10.9,161.45,1759.8,3,SINV-202308-SUP008-BU2
8283,20230830,306,8,2,PO-GR-005274,10.899,161.12,1756.05,3,SINV-202308-SUP008-BU2
8284,20230826,307,8,2,PO-GR-005275,9.915,50.42,499.91,3,SINV-202308-SUP008-BU2
8285,20230831,307,8,2,PO-GR-005276,9.916,50.35,499.27,3,SINV-202308-SUP008-BU2
8286,20230810,308,8,2,PO-GR-005277,10.816,46.97,508.03,3,SINV-202308-SUP008-BU2
8287,20230814,308,8,2,PO-GR-005278,10.816,47.28,511.38,2,
8288,20230829,308,8,2,PO-GR-005279,10.816,47.04,508.78,3,SINV-202308-SUP008-BU2
8289,20230801,309,8,2,PO-GR-005280,10.28,53.23,547.2,3,SINV-202308-SUP008-BU2
8290,20230807,309,8,2,PO-GR-005281,10.28,53.15,546.38,3,SINV-202308-SUP008-BU2
8291,20230814,309,8,2,PO-GR-005282,10.281,53.06,545.51,3,SINV-202308-SUP008-BU2
8292,20230817,310,8,2,PO-GR-005283,9.725,45.72,444.63,1,
8293,20230826,310,8,2,PO-GR-005284,9.725,45.79,445.31,3,SINV-202308-SUP008-BU2
8294,20230827,310,8,2,PO-GR-005285,9.726,45.76,445.06,3,SINV-202308-SUP008-BU2
8295,20230814,311,8,2,PO-GR-005286,60.327,46.8,2823.3,3,SINV-202308-SUP008-BU2
8296,20230821,311,8,2,PO-GR-005287,60.327,46.88,2828.13,3,SINV-202308-SUP008-BU2
8297,20230826,311,8,2,PO-GR-005288,60.327,46.74,2819.68,3,SINV-202308-SUP008-BU2
8298,20230831,311,8,2,PO-GR-005289,60.325,46.92,2830.45,1,
8299,20230826,312,8,2,PO-GR-005290,2.293,46.14,105.8,3,SINV-202308-SUP008-BU2
8300,20230831,312,8,2,PO-GR-005291,2.293,45.82,105.07,3,SINV-202308-SUP008-BU2
8301,20230803,313,8,2,PO-GR-005292,9.092,42.05,382.32,3,SINV-202308-SUP008-BU2
8302,20230821,313,8,2,PO-GR-005293,9.092,42.06,382.41,3,SINV-202308-SUP008-BU2
8303,20230827,313,8,2,PO-GR-005294,9.092,42.02,382.05,3,SINV-202308-SUP008-BU2
8304,20230826,314,8,2,PO-GR-005295,7.989,56.73,453.22,3,SINV-202308-SUP008-BU2
8305,20230829,314,8,2,PO-GR-005296,7.988,56.62,452.28,3,SINV-202308-SUP008-BU2
8306,20230824,315,8,2,PO-GR-005297,8.924,42.71,381.14,3,SINV-202308-SUP008-BU2
8307,20230828,315,8,2,PO-GR-005298,8.924,42.5,379.27,3,SINV-202308-SUP008-BU2
8308,20230831,315,8,2,PO-GR-005299,8.923,42.57,379.85,3,SINV-202308-SUP008-BU2
8309,20230801,316,9,2,PO-GR-005300,58.291,42.66,2486.69,3,SINV-202308-SUP009-BU2
8310,20230803,316,9,2,PO-GR-005301,58.291,42.55,2480.28,3,SINV-202308-SUP009-BU2
8311,20230807,316,9,2,PO-GR-005302,58.291,42.56,2480.86,3,SINV-202308-SUP009-BU2
8312,20230826,316,9,2,PO-GR-005303,58.293,42.72,2490.28,3,SINV-202308-SUP009-BU2
8313,20230801,317,9,2,PO-GR-005304,8.653,50.28,435.07,3,SINV-202308-SUP009-BU2
8314,20230824,317,9,2,PO-GR-005305,8.653,50.07,433.26,3,SINV-202308-SUP009-BU2
8315,20230829,317,9,2,PO-GR-005306,8.652,49.83,431.13,3,SINV-202308-SUP009-BU2
8316,20230803,318,9,2,PO-GR-005307,10.005,50.91,509.35,3,SINV-202308-SUP009-BU2
8317,20230810,318,9,2,PO-GR-005308,10.005,51.35,513.76,3,SINV-202308-SUP009-BU2
8318,20230821,318,9,2,PO-GR-005309,10.004,51.2,512.2,3,SINV-202308-SUP009-BU2
8319,20230807,319,9,2,PO-GR-005310,54.283,170.87,9275.34,3,SINV-202308-SUP009-BU2
8320,20230810,319,9,2,PO-GR-005311,54.283,170.74,9268.28,3,SINV-202308-SUP009-BU2
8321,20230827,319,9,2,PO-GR-005312,54.283,169.89,9222.14,3,SINV-202308-SUP009-BU2
8322,20230828,319,9,2,PO-GR-005313,54.285,170.35,9247.45,3,SINV-202308-SUP009-BU2
8323,20230821,320,9,2,PO-GR-005314,11.38,178.85,2035.31,3,SINV-202308-SUP009-BU2
8324,20230826,320,9,2,PO-GR-005315,11.38,178.97,2036.68,3,SINV-202308-SUP009-BU2
8325,20230827,320,9,2,PO-GR-005316,11.38,177.85,2023.93,3,SINV-202308-SUP009-BU2
8326,20230810,321,9,2,PO-GR-005317,8.731,170.44,1488.11,3,SINV-202308-SUP009-BU2
8327,20230821,321,9,2,PO-GR-005318,8.731,169.7,1481.65,3,SINV-202308-SUP009-BU2
8328,20230827,321,9,2,PO-GR-005319,8.732,171.06,1493.7,3,SINV-202308-SUP009-BU2
8329,20230807,322,9,2,PO-GR-005320,11.568,158.02,1827.98,3,SINV-202308-SUP009-BU2
8330,20230817,322,9,2,PO-GR-005321,11.568,158.77,1836.65,3,SINV-202308-SUP009-BU2
8331,20230824,322,9,2,PO-GR-005322,11.568,157.98,1827.51,3,SINV-202308-SUP009-BU2
8332,20230828,322,9,2,PO-GR-005323,11.566,158.59,1834.25,3,SINV-202308-SUP009-BU2
8333,20230801,323,9,2,PO-GR-005324,0.596,140.62,83.81,3,SINV-202308-SUP009-BU2
8334,20230807,323,9,2,PO-GR-005325,0.596,140.16,83.54,1,
8335,20230807,324,9,2,PO-GR-005326,7.651,76.53,585.53,3,SINV-202308-SUP009-BU2
8336,20230824,324,9,2,PO-GR-005327,7.651,76.58,585.91,2,
8337,20230831,324,9,2,PO-GR-005328,7.65,76.56,585.68,2,
8338,20230810,325,9,2,PO-GR-005329,68.85,73.35,5050.15,3,SINV-202308-SUP009-BU2
8339,20230814,325,9,2,PO-GR-005330,68.85,73.65,5070.8,3,SINV-202308-SUP009-BU2
8340,20230817,325,9,2,PO-GR-005331,68.85,73.51,5061.16,3,SINV-202308-SUP009-BU2
8341,20230830,325,9,2,PO-GR-005332,68.85,73.54,5063.23,3,SINV-202308-SUP009-BU2
8342,20230807,326,10,2,PO-GR-005333,58.877,199.66,11755.38,2,
8343,20230817,326,10,2,PO-GR-005334,58.877,199.91,11770.1,3,SINV-202308-SUP010-BU2
8344,20230826,326,10,2,PO-GR-005335,58.877,198.98,11715.35,3,SINV-202308-SUP010-BU2
8345,20230827,326,10,2,PO-GR-005336,58.876,199.53,11747.53,3,SINV-202308-SUP010-BU2
8346,20230817,327,10,2,PO-GR-005337,7.186,124.51,894.73,3,SINV-202308-SUP010-BU2
8347,20230824,327,10,2,PO-GR-005338,7.186,124.64,895.66,1,
8348,20230827,327,10,2,PO-GR-005339,7.186,124.45,894.3,3,SINV-202308-SUP010-BU2
8349,20230817,328,10,2,PO-GR-005340,10.915,118.82,1296.92,3,SINV-202308-SUP010-BU2
8350,20230828,328,10,2,PO-GR-005341,10.915,119.5,1304.34,3,SINV-202308-SUP010-BU2
8351,20230829,328,10,2,PO-GR-005342,10.916,119.22,1301.41,3,SINV-202308-SUP010-BU2
8352,20230801,329,10,2,PO-GR-005343,12.052,87.67,1056.6,3,SINV-202308-SUP010-BU2
8353,20230803,329,10,2,PO-GR-005344,12.052,88.34,1064.67,2,
8354,20230821,329,10,2,PO-GR-005345,12.052,88.45,1066.0,3,SINV-202308-SUP010-BU2
8355,20230827,329,10,2,PO-GR-005346,12.05,88.43,1065.58,3,SINV-202308-SUP010-BU2
8356,20230824,330,10,2,PO-GR-005347,8.94,74.56,666.57,3,SINV-202308-SUP010-BU2
8357,20230827,330,10,2,PO-GR-005348,8.94,74.69,667.73,2,
8358,20230828,330,10,2,PO-GR-005349,8.94,74.38,664.96,3,SINV-202308-SUP010-BU2
8359,20230803,331,10,2,PO-GR-005350,12.98,51.59,669.64,3,SINV-202308-SUP010-BU2
8360,20230810,331,10,2,PO-GR-005351,12.98,51.58,669.51,3,SINV-202308-SUP010-BU2
8361,20230814,331,10,2,PO-GR-005352,12.981,51.25,665.28,3,SINV-202308-SUP010-BU2
8362,20230817,332,10,2,PO-GR-005353,16.995,56.38,958.18,3,SINV-202308-SUP010-BU2
8363,20230821,332,10,2,PO-GR-005354,16.995,56.34,957.5,3,SINV-202308-SUP010-BU2
8364,20230824,332,10,2,PO-GR-005355,16.995,56.33,957.33,3,SINV-202308-SUP010-BU2
8365,20230831,332,10,2,PO-GR-005356,16.997,56.4,958.63,3,SINV-202308-SUP010-BU2
8366,20230810,333,10,2,PO-GR-005357,14.763,50.81,750.11,2,
8367,20230824,333,10,2,PO-GR-005358,14.763,50.82,750.26,3,SINV-202308-SUP010-BU2
8368,20230827,333,10,2,PO-GR-005359,14.763,50.94,752.03,3,SINV-202308-SUP010-BU2
8369,20230831,333,10,2,PO-GR-005360,14.764,50.99,752.82,3,SINV-202308-SUP010-BU2
8370,20230828,334,10,2,PO-GR-005361,14.786,81.41,1203.73,3,SINV-202308-SUP010-BU2
8371,20230829,334,10,2,PO-GR-005362,14.786,81.4,1203.58,3,SINV-202308-SUP010-BU2
8372,20230830,334,10,2,PO-GR-005363,14.785,81.28,1201.72,3,SINV-202308-SUP010-BU2
8373,20230814,335,10,2,PO-GR-005364,90.159,3.53,318.26,3,SINV-202308-SUP010-BU2
8374,20230817,335,10,2,PO-GR-005365,90.159,3.5,315.56,3,SINV-202308-SUP010-BU2
8375,20230821,335,10,2,PO-GR-005366,90.159,3.53,318.26,3,SINV-202308-SUP010-BU2
8376,20230827,335,10,2,PO-GR-005367,90.158,3.49,314.65,3,SINV-202308-SUP010-BU2
8377,20230807,336,10,2,PO-GR-005368,110.134,7.26,799.57,3,SINV-202308-SUP010-BU2
8378,20230814,336,10,2,PO-GR-005369,110.134,7.23,796.27,3,SINV-202308-SUP010-BU2
8379,20230827,336,10,2,PO-GR-005370,110.134,7.26,799.57,3,SINV-202308-SUP010-BU2
8380,20230830,336,10,2,PO-GR-005371,110.133,7.25,798.46,3,SINV-202308-SUP010-BU2
8381,20230807,337,10,2,PO-GR-005372,18.457,13.94,257.29,3,SINV-202308-SUP010-BU2
8382,20230817,337,10,2,PO-GR-005373,18.457,14.02,258.77,2,
8383,20230821,337,10,2,PO-GR-005374,18.457,14.03,258.95,1,
8384,20230828,337,10,2,PO-GR-005375,18.458,13.95,257.49,3,SINV-202308-SUP010-BU2
8385,20230817,338,10,2,PO-GR-005376,16.915,29.31,495.78,3,SINV-202308-SUP010-BU2
8386,20230821,338,10,2,PO-GR-005377,16.915,29.16,493.24,1,
8387,20230824,338,10,2,PO-GR-005378,16.915,29.14,492.9,3,SINV-202308-SUP010-BU2
8388,20230829,338,10,2,PO-GR-005379,16.914,29.15,493.04,3,SINV-202308-SUP010-BU2
8389,20230814,339,10,2,PO-GR-005380,89.023,56.06,4990.63,3,SINV-202308-SUP010-BU2
8390,20230824,339,10,2,PO-GR-005381,89.023,56.16,4999.53,3,SINV-202308-SUP010-BU2
8391,20230827,339,10,2,PO-GR-005382,89.023,56.05,4989.74,2,
8392,20230828,339,10,2,PO-GR-005383,89.022,56.17,5000.37,3,SINV-202308-SUP010-BU2
8393,20230803,340,10,2,PO-GR-005384,2.627,56.46,148.32,3,SINV-202308-SUP010-BU2
8394,20230827,340,10,2,PO-GR-005385,2.626,56.58,148.58,3,SINV-202308-SUP010-BU2
8395,20230814,341,10,2,PO-GR-005386,14.21,56.26,799.45,3,SINV-202308-SUP010-BU2
8396,20230827,341,10,2,PO-GR-005387,14.21,55.93,794.77,3,SINV-202308-SUP010-BU2
8397,20230829,341,10,2,PO-GR-005388,14.21,55.79,792.78,3,SINV-202308-SUP010-BU2
8398,20230831,341,10,2,PO-GR-005389,14.209,55.79,792.72,3,SINV-202308-SUP010-BU2
8399,20230817,342,10,2,PO-GR-005390,14.906,51.97,774.66,3,SINV-202308-SUP010-BU2
8400,20230827,342,10,2,PO-GR-005391,14.906,51.94,774.22,3,SINV-202308-SUP010-BU2
8401,20230829,342,10,2,PO-GR-005392,14.906,51.76,771.53,3,SINV-202308-SUP010-BU2
8402,20230831,342,10,2,PO-GR-005393,14.905,52.12,776.85,2,
8403,20230807,343,10,2,PO-GR-005394,11.264,44.17,497.53,3,SINV-202308-SUP010-BU2
8404,20230829,343,10,2,PO-GR-005395,11.264,43.86,494.04,3,SINV-202308-SUP010-BU2
8405,20230817,344,10,2,PO-GR-005396,93.653,39.77,3724.58,3,SINV-202308-SUP010-BU2
8406,20230821,344,10,2,PO-GR-005397,93.653,39.78,3725.52,2,
8407,20230826,344,10,2,PO-GR-005398,93.653,39.85,3732.07,2,
8408,20230830,344,10,2,PO-GR-005399,93.653,40.03,3748.93,3,SINV-202308-SUP010-BU2
8409,20230807,345,10,2,PO-GR-005400,17.414,44.32,771.79,3,SINV-202308-SUP010-BU2
8410,20230828,345,10,2,PO-GR-005401,17.414,44.09,767.78,3,SINV-202308-SUP010-BU2
8411,20230830,345,10,2,PO-GR-005402,17.414,44.27,770.92,3,SINV-202308-SUP010-BU2
8412,20230831,345,10,2,PO-GR-005403,17.413,44.1,767.91,3,SINV-202308-SUP010-BU2
8413,20230817,346,10,2,PO-GR-005404,11.382,11.01,125.32,3,SINV-202308-SUP010-BU2
8414,20230826,346,10,2,PO-GR-005405,11.382,11.01,125.32,3,SINV-202308-SUP010-BU2
8415,20230828,346,10,2,PO-GR-005406,11.383,11.04,125.67,3,SINV-202308-SUP010-BU2
8416,20230817,347,10,2,PO-GR-005407,7.348,11.14,81.86,3,SINV-202308-SUP010-BU2
8417,20230821,347,10,2,PO-GR-005408,7.348,11.17,82.08,3,SINV-202308-SUP010-BU2
8418,20230827,347,10,2,PO-GR-005409,7.347,11.08,81.4,3,SINV-202308-SUP010-BU2
8419,20230814,348,10,2,PO-GR-005410,13.653,14.19,193.74,3,SINV-202308-SUP010-BU2
8420,20230826,348,10,2,PO-GR-005411,13.653,14.08,192.23,2,
8421,20230827,348,10,2,PO-GR-005412,13.653,14.12,192.78,3,SINV-202308-SUP010-BU2
8422,20230830,348,10,2,PO-GR-005413,13.655,14.2,193.9,3,SINV-202308-SUP010-BU2
8423,20230817,349,10,2,PO-GR-005414,18.831,29.04,546.85,3,SINV-202308-SUP010-BU2
8424,20230824,349,10,2,PO-GR-005415,18.831,28.88,543.84,3,SINV-202308-SUP010-BU2
8425,20230829,349,10,2,PO-GR-005416,18.831,28.98,545.72,3,SINV-202308-SUP010-BU2
8426,20230830,349,10,2,PO-GR-005417,18.829,29.04,546.79,3,SINV-202308-SUP010-BU2
8427,20230814,350,10,2,PO-GR-005418,13.101,7.03,92.1,3,SINV-202308-SUP010-BU2
8428,20230827,350,10,2,PO-GR-005419,13.101,7.01,91.84,3,SINV-202308-SUP010-BU2
8429,20230828,350,10,2,PO-GR-005420,13.101,6.97,91.31,3,SINV-202308-SUP010-BU2
8430,20230830,350,10,2,PO-GR-005421,13.103,7.0,91.72,3,SINV-202308-SUP010-BU2
8431,20230803,351,10,2,PO-GR-005422,0.583,14.47,8.44,3,SINV-202308-SUP010-BU2
8432,20230817,351,10,2,PO-GR-005423,0.582,14.45,8.41,3,SINV-202308-SUP010-BU2
8433,20230810,352,10,2,PO-GR-005424,12.556,3.52,44.2,3,SINV-202308-SUP010-BU2
8434,20230814,352,10,2,PO-GR-005425,12.556,3.53,44.32,3,SINV-202308-SUP010-BU2
8435,20230826,352,10,2,PO-GR-005426,12.556,3.5,43.95,1,
8436,20230828,352,10,2,PO-GR-005427,12.557,3.53,44.33,3,SINV-202308-SUP010-BU2
8437,20230817,353,10,2,PO-GR-005428,14.941,7.24,108.17,3,SINV-202308-SUP010-BU2
8438,20230827,353,10,2,PO-GR-005429,14.941,7.25,108.32,3,SINV-202308-SUP010-BU2
8439,20230828,353,10,2,PO-GR-005430,14.941,7.21,107.72,3,SINV-202308-SUP010-BU2
8440,20230829,353,10,2,PO-GR-005431,14.942,7.22,107.88,3,SINV-202308-SUP010-BU2
8441,20230807,354,10,2,PO-GR-005432,12.437,26.75,332.69,3,SINV-202308-SUP010-BU2
8442,20230814,354,10,2,PO-GR-005433,12.437,26.78,333.06,3,SINV-202308-SUP010-BU2
8443,20230824,354,10,2,PO-GR-005434,12.437,26.8,333.31,3,SINV-202308-SUP010-BU2
8444,20230827,354,10,2,PO-GR-005435,12.437,26.8,333.31,3,SINV-202308-SUP010-BU2
8445,20230810,355,10,2,PO-GR-005436,13.254,25.1,332.68,3,SINV-202308-SUP010-BU2
8446,20230817,355,10,2,PO-GR-005437,13.254,25.1,332.68,3,SINV-202308-SUP010-BU2
8447,20230821,355,10,2,PO-GR-005438,13.254,25.28,335.06,3,SINV-202308-SUP010-BU2
8448,20230827,355,10,2,PO-GR-005439,13.255,25.25,334.69,3,SINV-202308-SUP010-BU2
8449,20230807,356,6,2,PO-GR-005440,18.555,60.82,1128.52,3,SINV-202308-SUP006-BU2
8450,20230824,356,6,2,PO-GR-005441,18.555,61.18,1135.19,2,
8451,20230827,356,6,2,PO-GR-005442,18.555,60.75,1127.22,2,
8452,20230831,356,6,2,PO-GR-005443,18.554,60.85,1129.01,3,SINV-202308-SUP006-BU2
8453,20230807,357,6,2,PO-GR-005444,14.419,61.85,891.82,2,
8454,20230814,357,6,2,PO-GR-005445,14.419,61.62,888.5,3,SINV-202308-SUP006-BU2
8455,20230817,357,6,2,PO-GR-005446,14.419,61.5,886.77,3,SINV-202308-SUP006-BU2
8456,20230821,357,6,2,PO-GR-005447,14.421,61.58,888.05,3,SINV-202308-SUP006-BU2
8457,20230807,358,6,2,PO-GR-005448,4.476,53.46,239.29,3,SINV-202308-SUP006-BU2
8458,20230817,358,6,2,PO-GR-005449,4.477,53.52,239.61,2,
8459,20230807,359,6,2,PO-GR-005450,10.621,44.98,477.73,3,SINV-202308-SUP006-BU2
8460,20230817,359,6,2,PO-GR-005451,10.621,44.99,477.84,3,SINV-202308-SUP006-BU2
8461,20230821,359,6,2,PO-GR-005452,10.622,44.91,477.03,3,SINV-202308-SUP006-BU2
8462,20230824,360,6,2,PO-GR-005453,8.904,63.89,568.88,3,SINV-202308-SUP006-BU2
8463,20230830,360,6,2,PO-GR-005454,8.904,63.69,567.1,3,SINV-202308-SUP006-BU2
8464,20230831,360,6,2,PO-GR-005455,8.905,64.1,570.81,3,SINV-202308-SUP006-BU2
8465,20230807,361,6,2,PO-GR-005456,9.253,90.69,839.15,3,SINV-202308-SUP006-BU2
8466,20230824,361,6,2,PO-GR-005457,9.253,90.39,836.38,3,SINV-202308-SUP006-BU2
8467,20230829,361,6,2,PO-GR-005458,9.253,90.69,839.15,3,SINV-202308-SUP006-BU2
8468,20230801,362,6,2,PO-GR-005459,62.236,102.78,6396.62,3,SINV-202308-SUP006-BU2
8469,20230826,362,6,2,PO-GR-005460,62.236,103.13,6418.4,3,SINV-202308-SUP006-BU2
8470,20230829,362,6,2,PO-GR-005461,62.236,103.23,6424.62,3,SINV-202308-SUP006-BU2
8471,20230831,362,6,2,PO-GR-005462,62.237,103.26,6426.59,3,SINV-202308-SUP006-BU2
8472,20230824,363,6,2,PO-GR-005463,1.197,134.69,161.22,3,SINV-202308-SUP006-BU2
8473,20230831,363,6,2,PO-GR-005464,1.197,134.98,161.57,3,SINV-202308-SUP006-BU2
8474,20230814,364,6,2,PO-GR-005465,8.17,47.51,388.16,3,SINV-202308-SUP006-BU2
8475,20230824,364,6,2,PO-GR-005466,8.17,47.5,388.07,3,SINV-202308-SUP006-BU2
8476,20230829,364,6,2,PO-GR-005467,8.17,47.62,389.06,3,SINV-202308-SUP006-BU2
8477,20230817,365,6,2,PO-GR-005468,8.97,68.1,610.86,3,SINV-202308-SUP006-BU2
8478,20230829,365,6,2,PO-GR-005469,8.97,68.01,610.05,3,SINV-202308-SUP006-BU2
8479,20230801,366,6,2,PO-GR-005470,9.479,91.57,867.99,3,SINV-202308-SUP006-BU2
8480,20230803,366,6,2,PO-GR-005471,9.479,91.43,866.66,3,SINV-202308-SUP006-BU2
8481,20230821,366,6,2,PO-GR-005472,9.479,91.57,867.99,2,
8482,20230817,367,6,2,PO-GR-005473,10.902,112.16,1222.77,3,SINV-202308-SUP006-BU2
8483,20230830,367,6,2,PO-GR-005474,10.901,111.94,1220.26,3,SINV-202308-SUP006-BU2
8484,20230814,368,6,2,PO-GR-005475,9.966,146.55,1460.52,2,
8485,20230826,368,6,2,PO-GR-005476,9.966,147.28,1467.79,3,SINV-202308-SUP006-BU2
8486,20230828,368,6,2,PO-GR-005477,9.967,146.11,1456.28,3,SINV-202308-SUP006-BU2
8487,20230814,369,6,2,PO-GR-005478,9.216,72.59,668.99,3,SINV-202308-SUP006-BU2
8488,20230827,369,6,2,PO-GR-005479,9.216,72.56,668.71,3,SINV-202308-SUP006-BU2
8489,20230830,369,6,2,PO-GR-005480,9.217,73.06,673.39,3,SINV-202308-SUP006-BU2
8490,20230803,370,6,2,PO-GR-005481,9.198,103.51,952.08,3,SINV-202308-SUP006-BU2
8491,20230821,370,6,2,PO-GR-005482,9.198,103.41,951.17,3,SINV-202308-SUP006-BU2
8492,20230826,370,6,2,PO-GR-005483,9.199,102.75,945.2,3,SINV-202308-SUP006-BU2
8493,20230810,371,6,2,PO-GR-005484,11.657,82.97,967.18,1,
8494,20230814,371,6,2,PO-GR-005485,11.657,82.75,964.62,3,SINV-202308-SUP006-BU2
8495,20230826,371,6,2,PO-GR-005486,11.656,82.51,961.74,3,SINV-202308-SUP006-BU2
8496,20230807,372,6,2,PO-GR-005487,10.833,106.17,1150.14,3,SINV-202308-SUP006-BU2
8497,20230821,372,6,2,PO-GR-005488,10.833,106.39,1152.52,1,
8498,20230828,372,6,2,PO-GR-005489,10.832,106.21,1150.47,3,SINV-202308-SUP006-BU2
8499,20230817,373,6,2,PO-GR-005490,10.865,71.19,773.48,3,SINV-202308-SUP006-BU2
8500,20230828,373,6,2,PO-GR-005491,10.865,70.84,769.68,3,SINV-202308-SUP006-BU2
8501,20230830,373,6,2,PO-GR-005492,10.866,70.77,768.99,3,SINV-202308-SUP006-BU2
8502,20230801,374,6,2,PO-GR-005493,11.075,44.42,491.95,3,SINV-202308-SUP006-BU2
8503,20230807,374,6,2,PO-GR-005494,11.075,44.41,491.84,3,SINV-202308-SUP006-BU2
8504,20230826,374,6,2,PO-GR-005495,11.074,44.12,488.58,3,SINV-202308-SUP006-BU2
8505,20230801,376,6,2,PO-GR-005496,11.909,135.49,1613.55,3,SINV-202308-SUP006-BU2
8506,20230826,376,6,2,PO-GR-005497,11.909,134.98,1607.48,2,
8507,20230830,376,6,2,PO-GR-005498,11.91,135.16,1609.76,2,
8508,20230803,377,6,2,PO-GR-005499,13.079,50.82,664.67,3,SINV-202308-SUP006-BU2
8509,20230807,377,6,2,PO-GR-005500,13.079,50.75,663.76,3,SINV-202308-SUP006-BU2
8510,20230821,377,6,2,PO-GR-005501,13.079,50.65,662.45,3,SINV-202308-SUP006-BU2
8511,20230810,378,6,2,PO-GR-005502,66.476,105.42,7007.9,3,SINV-202308-SUP006-BU2
8512,20230828,378,6,2,PO-GR-005503,66.476,105.78,7031.83,2,
8513,20230829,378,6,2,PO-GR-005504,66.476,105.58,7018.54,2,
8514,20230831,378,6,2,PO-GR-005505,66.475,106.21,7060.31,3,SINV-202308-SUP006-BU2
8515,20230810,379,6,2,PO-GR-005506,59.855,51.41,3077.15,3,SINV-202308-SUP006-BU2
8516,20230814,379,6,2,PO-GR-005507,59.855,51.58,3087.32,3,SINV-202308-SUP006-BU2
8517,20230817,379,6,2,PO-GR-005508,59.855,51.33,3072.36,3,SINV-202308-SUP006-BU2
8518,20230829,379,6,2,PO-GR-005509,59.855,51.56,3086.12,3,SINV-202308-SUP006-BU2
8519,20230803,380,6,2,PO-GR-005510,12.272,88.54,1086.56,3,SINV-202308-SUP006-BU2
8520,20230826,380,6,2,PO-GR-005511,12.272,88.75,1089.14,3,SINV-202308-SUP006-BU2
8521,20230828,380,6,2,PO-GR-005512,12.271,88.55,1086.6,3,SINV-202308-SUP006-BU2
8522,20230803,381,6,2,PO-GR-005513,8.73,44.72,390.41,3,SINV-202308-SUP006-BU2
8523,20230817,381,6,2,PO-GR-005514,8.73,45.12,393.9,3,SINV-202308-SUP006-BU2
8524,20230824,381,6,2,PO-GR-005515,8.729,45.03,393.07,3,SINV-202308-SUP006-BU2
8525,20230801,382,6,2,PO-GR-005516,12.85,107.53,1381.76,3,SINV-202308-SUP006-BU2
8526,20230814,382,6,2,PO-GR-005517,12.85,107.43,1380.48,3,SINV-202308-SUP006-BU2
8527,20230821,382,6,2,PO-GR-005518,12.85,107.47,1380.99,3,SINV-202308-SUP006-BU2
8528,20230807,383,6,2,PO-GR-005519,53.709,33.34,1790.66,3,SINV-202308-SUP006-BU2
8529,20230810,383,6,2,PO-GR-005520,53.709,33.4,1793.88,3,SINV-202308-SUP006-BU2
8530,20230821,383,6,2,PO-GR-005521,53.709,33.32,1789.58,3,SINV-202308-SUP006-BU2
8531,20230828,383,6,2,PO-GR-005522,53.707,33.37,1792.2,3,SINV-202308-SUP006-BU2
8532,20230810,384,6,2,PO-GR-005523,8.157,32.42,264.45,3,SINV-202308-SUP006-BU2
